Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude
Hacksilver,447568_HST,34000,Undernummer: Bj 1058,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1058,Historiska museet,Hacksilver - 145,https://samlingar.shm.se/object/2BA3BEA2-B27C-488F-ACA6-97FA036C6960,Handel och värdemätare  Arkeologisk samling,Vikt 8.4 g,,800 – 1100,Vikingatid,447568_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1058",KML,Bj 1058,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Anglosaxiska mynt,449247_HST,34000,Undernummer: Bj 39b,,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,39B,Historiska museet,Anglosaxiska mynt - 146,https://samlingar.shm.se/object/551FD4A6-ED0E-4BED-A355-C6A66330D812,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,449247_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav: 39B",KML,Bj 39B,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Pyndare,413694_HST,13214,FID: 413694,"Järn, Brons",Hallfreda,,Follingbo socken,Gotland,Sverige,,,Historiska museet,Pyndare - 147,https://samlingar.shm.se/object/18DCDF39-EFDF-43F0-93C9-F5A348E80843,Handel och värdemätare  Arkeologisk samling,Längd 547 mm  Diameter 120 mm  Längd 135 mm  Bredd 95 mm,1,800 – 1250,Vikingatid  Tidig medeltid,413694_HST,13214,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13214,1907,"Plats: Hallfreda, Socken: Follingbo socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,,
Vikt,448700_HST,34000,Undernummer: Bj 30,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Vikt - 148,https://samlingar.shm.se/object/C4E921EB-D92A-405E-B6D5-15620FFDF566,Handel och värdemätare  Arkeologisk samling,Vikt 24.8 g  Höjd 11.5 mm  Diameter 19 mm  Diameter 16.5 mm,2,800 – 1100,Vikingatid,448700_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",KML,Bj 30,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Vikt,448703_HST,34000,Undernummer: Bj 30,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,30,Historiska museet,Vikt - 149,https://samlingar.shm.se/object/9DA9461E-65B1-4057-8F47-6F357FFF60B7,Handel och värdemätare  Arkeologisk samling,Vikt 13.2 g  Diameter 17 mm  Höjd 10 mm,,800 – 1100,Vikingatid,448703_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 30",KML,Bj 30,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Våg,106854_HST,14513,FID: 106854,Brons,,,Sigtuna socken,Uppland,Sverige,,,Historiska museet,Våg - 150,https://samlingar.shm.se/object/E24C40D7-16F4-4833-8761-9998D403D990,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,106854_HST,14513,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=14513,1911,"Socken: Sigtuna socken, Kommun: Sigtuna kommun, Landskap: Uppland, Land: Sverige",,,,,,,46.3144754,11.0480288
Börs,107813_HST,34000,Undernummer: Bj 750,"Läder, Guld","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Börs - 151,https://samlingar.shm.se/object/6AEC7309-FA3A-4E31-8A5E-28CC0FC188F3,Handel och värdemätare  Dräkt och personlig utrustning  Arkeologisk samling,,1,800 – 1100,Vikingatid,107813_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,108170_HST,5208,Undernummer: 217,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Bipolär vikt - 152,https://samlingar.shm.se/object/D37EDFDD-73AE-4B2A-AFE9-5C9E429EE5F4,Handel och värdemätare  Arkeologisk samling,Vikt 123 g  Diameter 34 mm  Höjd 25.5 mm,1,800 – 1100,Vikingatid,108170_HST,5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Viktlod,108550_HST,33379,"Undernummer: A3, F2",Brons,Såsta,L2014:266,Täby socken,Uppland,Sverige,Grav,3,Historiska museet,Viktlod - 153,https://samlingar.shm.se/object/E31D4987-3F5F-4C23-8E33-767B7A8F6DA1,Handel och värdemätare  Arkeologisk samling,,1,800 – 1250,Vikingatid  Tidig medeltid,108550_HST,33379,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33379,2000,"Plats: Såsta, Fornlämning: L2014:266, Fastighet: Såsta 3:1, Socken: Täby socken, Kommun: Täby kommun, Landskap: Uppland, Land: Sverige",Grav: 3,,,,,,59.4815211,18.0350946
Bikonisk vikt,472506_HST,34000,Undernummer: Bj 644,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Bikonisk vikt - 154,https://samlingar.shm.se/object/8FD93E8B-DDB9-4205-8EB8-B2F2D882423C,Handel och värdemätare  Arkeologisk samling,Vikt 4 g  Höjd 6 mm  Diameter 9 mm,1,800 – 1100,Vikingatid,472506_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Vikt,472524_HST,34000,Undernummer: Bj 644,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Vikt - 155,https://samlingar.shm.se/object/A17CAE24-EDCC-44F3-8045-F0FD71B3A51B,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,472524_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Mynthänge,108824_HST,34000,Undernummer: Bj 526,Silver,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kistgrav,526,Historiska museet,Mynthänge - 156,https://samlingar.shm.se/object/9D040206-A5BD-4312-BCFC-598B6B2F63DA,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,108824_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Obekant yttre gravskick: 526",KML,Bj 526,"Birka, Adelsö socken","Stolpe, Hjalmar",1877,,
Bipolär vikt,586741_HST,34000,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 157,https://samlingar.shm.se/object/71CA51EA-A1B1-48DA-BD32-83A8499C8DFC,Handel och värdemätare  Arkeologisk samling,Diameter 23 mm,1,800 – 1100,Vikingatid,586741_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,586743_HST,34000,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 158,https://samlingar.shm.se/object/8D916B10-BE47-404B-B38B-37DB4C9DE072,Handel och värdemätare  Arkeologisk samling,Diameter 14 mm,1,800 – 1100,Vikingatid,586743_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Ringspänne,113558_HST,2350,FID: 113558,Silver,Domerarve,,Öja socken,Gotland,Sverige,,,Historiska museet,Ringspänne - 159,https://samlingar.shm.se/object/08DC741A-8BBB-48E4-BA93-EA8B8D54984B,Handel och värdemätare  Arkeologisk samling,,,800 – 1100,Vikingatid,113558_HST,2350,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=2350,1857,"Plats: Domerarve, Socken: Öja socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,57.0387861,18.3045316
Bipolär vikt,472511_HST,34000,Undernummer: Bj 644,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Bipolär vikt - 160,https://samlingar.shm.se/object/E1215226-B68E-4194-8F8E-9311A5EBCF45,Handel och värdemätare  Arkeologisk samling,Höjd 6 mm  Diameter 12 mm,1,800 – 1100,Vikingatid,472511_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",KML,Bj 644,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Mynthänge,606468_HST,34000,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,Historiska museet,Mynthänge - 161,https://samlingar.shm.se/object/D4350245-7F50-4225-8212-BE244A1900AE,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,606468_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 943",KML,Bj 943,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Mynthänge,606469_HST,34000,Undernummer: Bj 943,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,943,Historiska museet,Mynthänge - 162,https://samlingar.shm.se/object/99200210-540A-405F-A3B0-127186D1D07E,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,606469_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 943",KML,Bj 943,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Rund vikt,613789_HST,34000,Undernummer: Bj 968,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,Historiska museet,Rund vikt - 163,https://samlingar.shm.se/object/4FE0C7C3-390C-46A8-A8EE-0043558FCDC2,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,613789_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 968",KML,Bj 968,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Polyedrisk vikt,613790_HST,34000,Undernummer: Bj 968,Cu-legering,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,Historiska museet,Polyedrisk vikt - 164,https://samlingar.shm.se/object/EE0A8280-96E8-49B2-8FFA-863A2CD7EE53,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,613790_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 968",KML,Bj 968,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Rund vikt,614660_HST,34000,Undernummer: Bj 986,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,986,Historiska museet,Rund vikt - 165,https://samlingar.shm.se/object/53A478F8-A6F8-4018-8049-F77A0DE89B08,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,614660_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 986",KML,Bj 986,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Mynt,109264_HST,3547,FID: 109264,Silver,Fölhagen,,Björke socken,Gotland,Sverige,,,Historiska museet,Mynt - 166,https://samlingar.shm.se/object/52A27526-A62F-4034-A58A-8764D21295FA,Handel och värdemätare  Arkeologisk samling,,1238,800 – 1100,Vikingatid,109264_HST,3547,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,1866,"Plats: Fölhagen, Socken: Björke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,56.1485109,12.5838143
Hacksilver,109255_HST,3547,FID: 109255,Silver,Fölhagen,,Björke socken,Gotland,Sverige,,,Historiska museet,Hacksilver - 167,https://samlingar.shm.se/object/16894D30-74E2-4B59-B9A4-595995E966AB,Handel och värdemätare  Arkeologisk samling,,22,800 – 1100,Vikingatid,109255_HST,3547,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=3547,1866,"Plats: Fölhagen, Socken: Björke socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,56.1485109,12.5838143
Våg,114650_HST,1985,Undernummer: 63,Brons,,,,Småland,Sverige,,,Historiska museet,Våg - 168,https://samlingar.shm.se/object/F8A72ABB-3DA6-4C9D-93AF-8CE6D46C1BB3,Handel och värdemätare  Arkeologisk samling,Längd 85 mm (bärstång)  Längd 140 mm (bärkedja)  Diameter 49 mm (skål),1,800 – 1250,Vikingatid  Tidig medeltid,114650_HST,1985,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=1985,1853,"Landskap: Småland, Land: Sverige",,Byte,,,,,46.3144754,11.0480288
Bipolär vikt,611134_HST,34000,Undernummer: Bj 957,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,Historiska museet,Bipolär vikt - 169,https://samlingar.shm.se/object/116F1911-43B4-4486-82CB-45872C416B20,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611134_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 957",KML,Bj 957,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
bärnstensstycke,611351_HST,34000,Undernummer: Bj 963,Bärnsten,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,963,Historiska museet,bärnstensstycke - 170,https://samlingar.shm.se/object/FCAC5232-1FFA-4DC4-AF30-380C33118FF3,Hantverk och redskap  Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611351_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 963",KML,Bj 963,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,609771_HST,34000,Undernummer: Bj 950,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,950,Historiska museet,Bipolär vikt - 171,https://samlingar.shm.se/object/F3D6C01B-14E6-486F-A7AC-B0A8B7C4E4E6,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,609771_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 950",KML,Bj 950,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Rund vikt,614511_HST,34000,Undernummer: Bj 973,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,973,Historiska museet,Rund vikt - 172,https://samlingar.shm.se/object/EB6AB6BE-40E4-4E8D-A421-1180174A2F01,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,614511_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 973",KML,Bj 973,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Vikt,622102_HST,34000,Undernummer: Bj 979,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,979,Historiska museet,Vikt - 173,https://samlingar.shm.se/object/6183FE5E-D583-413D-8EEE-505AA56ADB06,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,622102_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 979",KML,Bj 979,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Rund vikt,613948_HST,34000,Undernummer: Bj 991A,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,991A,Historiska museet,Rund vikt - 174,https://samlingar.shm.se/object/8AA6AAC8-D685-447E-B257-81BAC70D9C63,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,613948_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav: 991A",KML,Bj 991A,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,546266_HST,34000,Undernummer: Bj 749,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,749,Historiska museet,Bipolär vikt - 175,https://samlingar.shm.se/object/823463EB-1677-481C-A1FB-EFBC0F4E3063,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,546266_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 749",KML,Bj 749,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Brakteat,581770_HST,34000,Undernummer: Bj 1130,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1130,Historiska museet,Brakteat - 176,https://samlingar.shm.se/object/C6046D2A-8BF0-43A4-959E-BF9A7616B224,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 9.6 g,1,800 – 1100,Vikingatid,581770_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Obekant yttre gravskick: 1130",KML,Bj 1130,"Birka, Adelsö socken","Stolpe, Hjalmar",1888,,
Bipolär vikt,611137_HST,34000,Undernummer: Bj 957,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,Historiska museet,Bipolär vikt - 177,https://samlingar.shm.se/object/E2E4220C-CA4D-407A-A566-D833E42B13E0,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611137_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 957",KML,Bj 957,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,611272_HST,34000,Undernummer: Bj 960,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,960,Historiska museet,Bipolär vikt - 178,https://samlingar.shm.se/object/89D7F691-FD00-4045-8559-A832A212AB14,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611272_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Flatmarksgrav: 960",KML,Bj 960,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Vikt,622078_HST,34000,Undernummer: Bj 976,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,976,Historiska museet,Vikt - 179,https://samlingar.shm.se/object/20A4B231-9793-4759-8027-EF81FA0B0FC2,Handel och värdemätare  Arkeologisk samling,,2,800 – 1100,Vikingatid,622078_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Flatmarksgrav: 976",KML,Bj 976,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Börs,576625_HST,34000,Undernummer: Bj 1081,Läder,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1081,Historiska museet,Börs - 180,https://samlingar.shm.se/object/71113315-690A-4807-907E-846844491137,Handel och värdemätare  Dräkt och personlig utrustning  Arkeologisk samling,,,800 – 1100,Vikingatid,576625_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1081",KML,Bj 1081,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Dirhem,569317_HST,34000,Undernummer: Bj 834,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Dirhem - 181,https://samlingar.shm.se/object/583C4E10-2497-4891-BC5A-401EA5E2D8C8,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,569317_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",KML,Bj 834,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
