,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
168,Mynt,3158153,18011,Undernummer: 240,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 169,https://samlingar.shm.se/object/c0c22f5c-b46c-403e-952c-8ca9d5c16ee4,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158153"", ""Andra nummer"": ""Undernummer: 240"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
169,Mynt,3158155,18011,Undernummer: 140,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 170,https://samlingar.shm.se/object/d4809ed0-bf20-41bb-968b-dbe7d044e839,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.1 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158155"", ""Andra nummer"": ""Undernummer: 140"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
170,Mynt,3158162,18011,Undernummer: 106,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 171,https://samlingar.shm.se/object/6f06eb7d-b4ad-4c56-ab6d-d0b67c6be438,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.3 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158162"", ""Andra nummer"": ""Undernummer: 106"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
171,Mynt,3158164,18011,Undernummer: 76,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 172,https://samlingar.shm.se/object/ddf60c4f-0566-48a8-8de3-00dd337b9bf7,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158164"", ""Andra nummer"": ""Undernummer: 76"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
172,Mynt,3158169,18011,Undernummer: 197,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 173,https://samlingar.shm.se/object/f178544b-ba06-4fe4-a3e0-ac87dc481eda,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.2 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158169"", ""Andra nummer"": ""Undernummer: 197"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
173,Mynt,3158171,18011,Undernummer: 88,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 174,https://samlingar.shm.se/object/57fbbef7-1ebc-4f48-a50c-8280c532f502,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158171"", ""Andra nummer"": ""Undernummer: 88"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
174,Mynt,3158178,18011,Undernummer: 26,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 175,https://samlingar.shm.se/object/1dd2a1f3-06a2-4d83-8368-33edcf8110e7,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158178"", ""Andra nummer"": ""Undernummer: 26"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
175,Mynt,3158180,18011,Undernummer: 2,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 176,https://samlingar.shm.se/object/043531eb-1d2c-4ce0-8291-450da454706e,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158180"", ""Andra nummer"": ""Undernummer: 2"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
176,Mynt,3158187,18011,Undernummer: 282,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 177,https://samlingar.shm.se/object/e1bca258-f817-4b1a-a861-9a2de4415733,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.12 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158187"", ""Andra nummer"": ""Undernummer: 282"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
177,Mynt,3158189,18011,Undernummer: 222,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 178,https://samlingar.shm.se/object/053a6deb-35f6-4625-b917-1193b698f1bc,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158189"", ""Andra nummer"": ""Undernummer: 222"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
178,Mynt,3158194,18011,Undernummer: 117,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 179,https://samlingar.shm.se/object/6c52b3d8-10b9-48c1-bc16-5fd3ebb53112,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158194"", ""Andra nummer"": ""Undernummer: 117"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
179,Mynt,3158196,18011,Undernummer: 258,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 180,https://samlingar.shm.se/object/922d0b64-8d80-44c1-b0d5-1538e4600f4b,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.09 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158196"", ""Andra nummer"": ""Undernummer: 258"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
180,Mynt,3158203,18011,Undernummer: 86,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 181,https://samlingar.shm.se/object/8a07c3aa-cbb4-490c-afd0-65d380ed331a,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.18 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158203"", ""Andra nummer"": ""Undernummer: 86"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
181,Mynt,3158205,18011,Undernummer: 27,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 182,https://samlingar.shm.se/object/1bb3b69b-2f6e-4d55-bf9d-fd38649ad9b5,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158205"", ""Andra nummer"": ""Undernummer: 27"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
182,Mynt,3158212,18011,Undernummer: 36,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 183,https://samlingar.shm.se/object/721ecc52-1fdd-4c6b-8847-ba71a25d4f74,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.12 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158212"", ""Andra nummer"": ""Undernummer: 36"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
183,Mynt,3158214,18011,Undernummer: 243,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 184,https://samlingar.shm.se/object/2132e70a-375d-4c70-8eb5-6e313b19187d,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158214"", ""Andra nummer"": ""Undernummer: 243"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
184,Mynt,3158219,18011,Undernummer: 118,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 185,https://samlingar.shm.se/object/bd9f56f5-04ee-492a-8012-fcbedaf31996,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.18 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158219"", ""Andra nummer"": ""Undernummer: 118"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
185,Mynt,3158221,18011,Undernummer: 24,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 186,https://samlingar.shm.se/object/8213f1a2-4f38-4b3d-a66b-bd8e8cf71aa1,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.09 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158221"", ""Andra nummer"": ""Undernummer: 24"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
